Hybrid_Schedule,Round,Configs,Epochs,Hit_Probability,Regret
VeryAggressive_Aggressive,2,20,50,1.0,0.0
VeryAggressive_Aggressive,3,5,100,0.4,0.001614
VeryAggressive_Aggressive,4,1,100,0.2,0.002229
VeryAggressive_Gradual,1,100,1,1.0,0.0
VeryAggressive_Gradual,2,90,50,1.0,0.0
VeryAggressive_Gradual,3,80,100,1.0,0.0
VeryAggressive_Gradual,4,1,100,0.0,0.018498
VeryAggressive_TwoStage,1,100,1,1.0,0.0
VeryAggressive_TwoStage,2,50,50,1.0,0.0
VeryAggressive_TwoStage,3,25,100,1.0,0.0
VeryAggressive_TwoStage,4,1,100,0.0,0.014437
Standard_Linear,1,100,1,1.0,0.0
Standard_Linear,2,80,5,0.6,0.000844
Standard_Linear,3,60,15,0.8,0.000422
Standard_Linear,4,40,30,1.0,0.0
Standard_Linear,5,20,50,1.0,0.0
Standard_Linear,6,1,70,0.0,0.012534
Standard_Standard,1,100,1,1.0,0.0
Standard_Standard,2,50,5,0.4,0.00177
Standard_Standard,3,25,15,0.8,0.000422
Standard_Standard,4,12,30,0.8,0.003126
Standard_Standard,5,6,50,1.0,0.0
Standard_Standard,6,3,70,1.0,0.0
Standard_Standard,7,1,100,0.2,0.004201
Standard_Aggressive,1,100,1,1.0,0.0
Standard_Aggressive,2,20,5,0.4,0.00177
Standard_Aggressive,3,5,15,0.2,0.013887
Standard_Aggressive,4,1,30,0.4,0.01162
Standard_Gradual,1,100,1,1.0,0.0
Standard_Gradual,2,90,5,0.8,0.000422
Standard_Gradual,3,80,15,1.0,0.0
Standard_Gradual,4,70,30,1.0,0.0
Standard_Gradual,5,60,50,1.0,0.0
Standard_Gradual,6,50,70,1.0,0.0
Standard_Gradual,7,40,100,1.0,0.0
Standard_Gradual,8,1,100,0.0,0.014437
Standard_TwoStage,1,100,1,1.0,0.0
Standard_TwoStage,2,50,5,0.4,0.00177
Standard_TwoStage,3,25,15,0.8,0.000422
Standard_TwoStage,4,1,30,0.0,0.031316
