Hybrid_Schedule,Round,Configs,Epochs,Hit_Probability,Regret
VeryAggressive_Gradual,4,1,100,0.0,0.018839
VeryAggressive_TwoStage,1,100,1,1.0,0.0
VeryAggressive_TwoStage,2,50,50,0.8,0.00129
VeryAggressive_TwoStage,3,25,100,0.8,0.00129
VeryAggressive_TwoStage,4,1,100,0.2,0.010581
Standard_Linear,1,100,1,1.0,0.0
Standard_Linear,2,80,5,0.6,0.001548
Standard_Linear,3,60,15,0.4,0.003871
Standard_Linear,4,40,30,0.8,0.000516
Standard_Linear,5,20,50,0.6,0.001806
Standard_Linear,6,1,70,0.2,0.012903
Standard_Standard,1,100,1,1.0,0.0
Standard_Standard,2,50,5,0.6,0.001548
Standard_Standard,3,25,15,0.4,0.005161
Standard_Standard,4,12,30,0.6,0.002581
Standard_Standard,5,6,50,0.4,0.003871
Standard_Standard,6,3,70,0.6,0.002581
Standard_Standard,7,1,100,0.4,0.003871
Standard_Aggressive,1,100,1,1.0,0.0
Standard_Aggressive,2,20,5,0.4,0.007484
Standard_Aggressive,3,5,15,0.4,0.005161
Standard_Aggressive,4,1,30,0.2,0.011355
Standard_Gradual,1,100,1,1.0,0.0
Standard_Gradual,2,90,5,0.8,0.000258
Standard_Gradual,3,80,15,0.6,0.002581
Standard_Gradual,4,70,30,1.0,0.0
Standard_Gradual,5,60,50,1.0,0.0
Standard_Gradual,6,50,70,1.0,0.0
Standard_Gradual,7,40,100,0.8,0.000516
Standard_Gradual,8,1,100,0.2,0.012129
Standard_TwoStage,1,100,1,1.0,0.0
Standard_TwoStage,2,50,5,0.6,0.001548
Standard_TwoStage,3,25,15,0.4,0.005161
Standard_TwoStage,4,1,30,0.4,0.014968
